8.496410846710205,5,33.95143270492554,6.790286540985107,1,"['5 + 6 + 1 + 6 + 5 + 8 = ', 31, 35, False]"
8.360121488571167,5,67.6555905342102,13.53111810684204,0
10.127356767654419,5,113.94457912445068,22.788915824890136,2,"['1 + 7 + 4 + 4 + 6 + 7 + 5 + 9 + 1 + 5 + 9 = ', 58, 57, False]","['2 + 10 + 5 + 2 + 8 + 10 + 1 + 1 + 4 + 7 + 7 + 4 = ', 61, 52, False]"
